Date,ProductName,ProductCategory,ProductSubCategory,ProductPrice,CustomerName,CustomerEmail,CustomerAddress,CustomerPhone,CustomerSegment,SupplierName,SupplierLocation,SupplierContact,ShipperName,ShippingMethod,QuantitySold,TotalAmount,DiscountAmount,NetAmount,StockReceived,StockSold,StockOnHand
2022-06-19,NonExistentProduct,InvalidCategory,Shirt,99513.0,John Clark,ntaylor@example.com,PSC 9016- Box 0539- APO AP 31724,972.863.5526,Silver,Roman-Chambers,Dennischester,001-324-909-1637x2831,Group,Sea,77,76625.01,43.69,76581.31999999999,414,66,348
2021-10-13,Amy,Home & Garden,Decor,0.01,Courtney Rios,xmalone@example.com,47553 Robert Wall Apt. 301- East Michael- MI 91733,(212)245-6250x245,Gold,White-Sons,West Scott,,Inc,Ground,5,1820.05,101.3,1718.75,412,303,109
2022-08-03,Elizabeth,Clothing,Shirt,840.19,Patricia Harrison,pennycervantes@example.com,467 Bush Orchard Suite 189- East Eric- AZ 85417,(620)341-1496,Gold,Lawson-Wilkins,Calderonchester,(277)930-2705x3206,Ltd,Sea,32,26886.08,211.84,26674.24,426,12,414
2022-10-03,Angela,InvalidCategory,Action Figures,386.57,Randall Serrano,colleenday@example.net,3020 Brown Mews- Tylermouth- KY 59176,+1-775-877-3769x56729,Gold,Gilbert- Miller-Lee,Lake Juanland,+1-619-677-8121x28226,Inc,Sea,10,3865.7,95.08,3770.62,354,137,217
2022-12-29,Kristine,Electronics,Headphones,228.82,Richard Dickerson PhD,becklisa@example.net,0941 Wolf Street Suite 104- Christopherchester- MD 40359,626-977-5665,Gold,Rodriguez- Winters-Perez,Irwinhaven,6538306661,Group,Sea,82,18763.24,35.96,18727.28,206,195,11
2021-11-20,NonExistentProduct,InvalidCategory,Dolls,46.23,Joshua Oconnor,stuartkristin@example.org,0677 Elizabeth Ridge- Heatherhaven- FL 38488,764.725.0117x9773,Gold,Ramirez- Hicks-Lara,Dustinmouth,,PLC,Sea,55,2542.65,10.42,2532.23,55,26,29
05-31-2023,Justin,Electronics,Headphones,0.01,Christian White,richardjohnson@example.org,2952 Amy Underpass Suite 015- Nancyberg- GA 74762,(684)694-0627x1280,Silver,Campos-Murillo,Lawsontown,822-222-4939,Inc,Ground,38,25081.9,84.09,24997.81,281,152,129
2021-12-13,Michael,Toys,Dolls,46.23,Hayley Kelly,paulabaker@example.org,069 Clinton Freeway- Millerhaven- OK 53578,+1-231-944-8374,Silver,Mathis- Olson-Ryan,Herreraland,(906)306-1777x264,PLC,Air,59,2727.57,11.51,2716.0599999999995,410,138,272
2022-07-27,Michael,Toys,Dolls,46.23,Mrs. Kayla Collins,warrenvalerie@example.com,758 Jill Row Suite 674- Sarahshire- VI 85958,607.510.0518,Silver,Higgins-Sons,West Johnbury,230-568-4141,Inc,Sea,23,1063.29,3.29,1060.0,110,108,2
2022-07-23,Pamela,InvalidCategory,Headphones,651.11,Nicole Anderson,ugriffin@example.com,79575 Rogers Row Apt. 487- Port Rebecca- NJ 73473,+1-440-538-9965x20894,Gold,King-Rodriguez,South Lindatown,7724600682,and Sons,Air,66,42973.26,26.36,42946.9,184,67,117
2021-11-28,Robert,Electronics,Mobile,847.43,Danielle Stout,qnielsen@example.net,1761 Nunez Ford- New Angelaborough- AR 50767,(425)292-3513,Gold,Lawson-Wilkins,Calderonchester,(277)930-2705x3206,Inc,Air,20,16948.6,220.04,16728.559999999998,272,180,92
2023-06-20,Pamela,InvalidCategory,Headphones,651.11,Daniel Brown,steven72@example.net,61686 Christy Locks Suite 587- Galvanmouth- AZ 07115,+1-368-356-3137,Bronze,Lee-Miller,South Emilyview,+1-588-750-7646,Group,Ground,92,59902.12,103.64,59798.48,372,189,183
12-07-2022,Elizabeth,Clothing,Shirt,840.19,Jamie Caldwell,trhodes@example.net,5143 Kelly Isle Suite 634- Jamesmouth- TN 51605,001-412-752-6872,Gold,Campos-Murillo,Lawsontown,822-222-4939,LLC,Ground,24,20164.56,160.44,20004.120000000003,351,52,299
2022-08-04,Jamie,Books,Fiction,930.3,Michael Romero,jdavis@example.net,279 Stephen Mission Suite 301- North Steven- IN 57750,+1-271-660-6857x28191,Silver,Lee-Miller,South Emilyview,+1-588-750-7646,PLC,Air,95,88378.5,167.85,88210.65,142,51,91
2023-04-26,Shannon,Home & Garden,Gardening Tools,68.01,Jared House,robinsondaniel@example.org,2412 Edwards Spur- Anabury- SC 50827,+1-686-688-8120,Silver,Rodriguez- Winters-Perez,Irwinhaven,6538306661,PLC,Sea,23,1564.23,14.28,1549.95,312,50,262
2021-10-16,Wanda,Toys,Educational,InvalidPrice,Wendy Johnson,,USNV Hughes- FPO AP 08304,353.800.4282x46318,Gold,Ramirez- Hicks-Lara,Dustinmouth,853-738-3918,PLC,Sea,75,20145.75,61.5,20084.25,120,69,51
01-09-2022,NonExistentProduct,Electronics,Headphones,651.11,Carol Glover,fhawkins@example.com,USNV Wilson- FPO AA 57543,(406)767-7418,Silver,Brown-Miller,Seanfort,(502)758-2166,and Sons,Sea,64,41671.04,177.36,41493.68,50,6,44
2022-12-16,Katie,Books,Non-fiction,642.11,Karen Beltran,fernandezwhitney@example.org,7677 Garrett Forks Apt. 032- Port Chaseland- UT 70165,3636604052,Bronze,Campos-Murillo,Lawsontown,822-222-4939,PLC,Sea,9,5778.99,164.83,5614.16,297,293,4
2023-09-20,Justin,Electronics,Headphones,660.05,Rebecca Parker,delgadochristopher@example.net,3543 Green Views Suite 128- Port Ashley- MT 34596,945.826.3283,Bronze,Gilbert- Miller-Lee,Lake Juanland,+1-619-677-8121x28226,PLC,Air,83,54784.15,21.04,54763.10999999999,374,50,324
2023-02-04,Tammy,Home & Garden,Furniture,431.82,Robert Johnson,,8019 Gina Mills Apt. 273- New Deanna- IA 01746,797.891.1739,Gold,Mathis- Olson-Ryan,Herreraland,(906)306-1777x264,Ltd,Sea,52,22454.64,79.54,22375.1,419,126,293
11-26-2022,Justin,Electronics,Headphones,66005.0,Mrs. Tanya Roberts MD,andrewpadilla@example.org,USS Stephens- FPO AE 04657,001-972-760-1401x473,Gold,Gilbert- Miller-Lee,Lake Juanland,+1-619-677-8121x28226,Inc,Ground,89,58744.45,181.47,58562.98,320,206,114
2022-04-25,Amy,Home & Garden,Decor,364.01,Angelica Hodges,morrisonsara@example.org,072 William Branch Apt. 758- Johnfurt- MS 09756,898.416.4025x94615,Bronze,Lee-Miller,South Emilyview,,Inc,Ground,76,27664.76,31.09,27633.67,447,307,140
2021-12-27,Shawn,Electronics,Headphones,461.09,Joan Calhoun,ashley90@example.net,16688 Suzanne Wells Apt. 013- New Tylerborough- NE 26492,001-761-291-7825x2616,Bronze,Rodriguez- Winters-Perez,Irwinhaven,6538306661,and Sons,Air,92,42420.28,60.93,42359.35,146,74,72
2022-04-02,Cynthia,Electronics,Headphones,872.85,Darlene Leonard,rileyrichard@example.org,42264 Justin Port- Lake James- WV 57653,001-318-880-8292,Bronze,Rodriguez- Winters-Perez,Irwinhaven,6538306661,Inc,Sea,67,58480.95,54.58,58426.37,181,128,53
2022-10-29,Jamie,Books,Fiction,93030.0,James Keller,carl28@example.org,98198 James Loaf Suite 585- Andresland- NC 01812,888-942-4466,Bronze,Lawson-Wilkins,Calderonchester,(277)930-2705x3206,Group,Sea,32,29769.6,122.88,29646.72,263,204,59
2023-08-16,Marvin,Clothing,Shirt,995.13,Pamela Myers,johnwilliamson@example.net,729 Knapp Village Apt. 339- Matthewbury- OR 63903,(613)330-5775x35247,Gold,Peck Group,West Lindafurt,+1-838-976-6137,and Sons,Ground,79,78615.27,114.94,78500.33,166,17,149
2023-06-03,Cynthia,Electronics,Headphones,872.85,Adam Welch,sean36@example.com,99474 Taylor Vista Suite 089- Perezport- ND 68286,001-417-300-8972x7113,Silver,Mathis- Olson-Ryan,Herreraland,,and Sons,Air,39,34041.15,31.89,34009.26,417,61,356
2022-11-28,Angela,Toys,Action Figures,386.57,Kenneth Thomas,ccook@example.com,USS Kelley- FPO AA 25124,857-900-3316x3174,Gold,Wagner- Jackson-Holt,Port Sarahview,+1-362-752-2777x1817,Inc,Sea,33,12756.81,48.52,12708.29,477,447,30
2022-03-14,Katie,Books,Non-fiction,0.01,Ashley Mclean,xmiller@example.com,5381 Lopez Knolls Suite 460- South Alexandriaville- VI 86141,(830)367-2170,Silver,Higgins-Sons,West Johnbury,230-568-4141,Group,Ground,57,36600.27,42.44,36557.83,477,419,58
2023-09-01,Shawn,Electronics,Headphones,461.09,Corey Snyder,diazernest@example.com,748 Jones Isle Suite 062- South Jamesberg- FL 25263,348.257.1237x603,Gold,Higgins-Sons,West Johnbury,,Group,Air,45,20749.05,109.63,20639.42,478,439,39
2023-09-09,Amy,Home & Garden,Decor,364.01,Brandon Whitehead,hhowell@example.com,90557 Rhodes Valley Apt. 082- Kellyfurt- MP 48635,3527616962,Bronze,Soto-Rivera,West Denise,,and Sons,Ground,12,4368.12,78.44,4289.68,223,189,34
2021-11-21,Robert,Electronics,Mobile,847.43,Jessica Hill,lopeznichole@example.org,222 Elliott Mews- Leestad- AL 89785,334-821-0523x23621,Silver,Smith PLC,Lake Candiceton,459-301-8580,LLC,Sea,22,18643.46,72.52,18570.94,486,159,327
2022-08-01,Tammy,Home & Garden,Furniture,431.82,Christine Stephens,browncarolyn@example.com,855 Monica Stream- Davidville- OH 19647,657.685.9740x331,Silver,Smith PLC,Lake Candiceton,459-301-8580,and Sons,Sea,81,34977.42,3.15,34974.27,341,133,208
2022-11-25,Fred,Books,Academic,951.53,Emily Weaver,isaacmiller@example.com,PSC 9756- Box 8206- APO AP 48251,645-458-7852,Silver,Rodriguez- Winters-Perez,Irwinhaven,6538306661,and Sons,Sea,9,8563.77,133.14,8430.630000000001,445,137,308
2023-08-04,Amy,Home & Garden,Decor,364.01,Darryl Morris,,33349 Timothy Stravenue- Michaelside- NY 33728,+1-484-602-7650x5909,Gold,Rodriguez- Winters-Perez,Irwinhaven,6538306661,Group,Ground,1,364.01,43.88,320.13,59,2,57
2021-11-11,Cynthia,Electronics,Headphones,872.85,Tara Flores,michelle13@example.com,6277 Patterson Stream- Fernandezburgh- WA 13598,+1-757-797-6520x611,Bronze,Lawson-Wilkins,Calderonchester,,and Sons,Sea,16,13965.6,54.34,13911.26,138,62,76
2022-09-04,Angela,Toys,Action Figures,386.57,Mark Meza,jonesroger@example.com,USNS Pollard- FPO AE 17810,349-914-3565x132,Silver,Higgins-Sons,West Johnbury,230-568-4141,Inc,Ground,9,3479.13,69.32,3409.81,467,415,52
2023-06-13,Pamela,Electronics,Headphones,651.11,Mary Flores,leblancjacqueline@example.net,978 Tracey Island- Lake Keithshire- AS 36733,905.335.4062,Silver,Randall-Ballard,Popeport,,and Sons,Ground,70,45577.7,125.2,45452.50000000001,471,156,315
2023-06-07,Angela,Toys,Action Figures,InvalidPrice,James Mckenzie,smitchell@example.com,38773 David Ports Suite 836- Turnerville- MP 01207,3277858383,Gold,Campos-Murillo,Lawsontown,822-222-4939,LLC,Air,88,34018.16,21.61,33996.55,361,320,41
2023-09-08,Shannon,Home & Garden,Gardening Tools,68.01,Michael Gonzalez,ncole@example.com,2022 Perry Unions- Mitchellport- WA 48201,(530)394-5452x04775,Bronze,Brown-Miller,Seanfort,(502)758-2166,and Sons,Ground,92,6256.92,18.52,6238.4,484,359,125
2023-01-08,NonExistentProduct,Books,Fiction,433.1,Richard Ward,owenstonya@example.org,956 Michelle Road Suite 799- Port Jesse- NE 57365,001-551-963-8841x0353,Gold,Lee-Miller,South Emilyview,+1-588-750-7646,and Sons,Ground,95,41144.5,77.28,41067.22,406,67,339
2021-10-06,Nathaniel,Electronics,Camera,65235.0,Jessica Neal,johnsonvanessa@example.com,504 Gomez Turnpike- Stephaniebury- GU 87647,589-455-8600,Gold,King-Rodriguez,South Lindatown,,Inc,Air,56,36531.6,192.61,36338.99,269,8,261
2023-07-11,Elizabeth,Clothing,Shirt,840.19,Brandon Patel,leonard81@example.com,7160 Medina Parks Apt. 047- Lake Christine- VA 81956,314-325-8776,Silver,Soto-Rivera,West Denise,805-650-6257x5876,Group,Air,66,55452.54,62.02,55390.52,213,211,2
2023-04-05,Fred,InvalidCategory,Academic,951.53,Lisa Hayes,brianhess@example.net,606 Hawkins Ports Suite 467- North Sarah- OH 24648,491-288-3878x077,Bronze,Mack- Wright-Mclaughlin,Alexandrachester,856-399-9995x715,Inc,Ground,16,15224.48,181.8,15042.68,453,109,344
2022-01-09,Marvin,Clothing,Shirt,99999.99,Jennifer Martinez,phill@example.org,763 Ryan Trace- Port Josemouth- HI 47335,6186267230,Gold,Smith PLC,Lake Candiceton,459-301-8580,Group,Air,23,22887.99,118.41,22769.58,219,124,95
2022-06-11,Nathaniel,Electronics,Camera,652.35,Benjamin Lam,webbrobert@example.org,30595 Kristin Streets Suite 904- Shelbychester- TX 04074,001-461-694-1830x9379,Bronze,Colon- Palmer-Welch,Antonioshire,230-757-6575x898,LLC,Sea,84,54797.4,127.27,54670.130000000005,330,282,48
08-06-2022,Pamela,Electronics,Headphones,651.11,Lori Massey,vmccann@example.net,478 John Hills- Jamesberg- RI 38387,(860)781-6569x25874,Silver,Lawson-Wilkins,Calderonchester,(277)930-2705x3206,PLC,Sea,41,26695.51,23.11,26672.4,235,164,71
2023-09-13,Pamela,Electronics,Headphones,651.11,Lisa Jones,megan91@example.net,PSC 7778- Box 6790- APO AA 69508,001-510-970-8109x47793,Bronze,Wagner- Jackson-Holt,Port Sarahview,+1-362-752-2777x1817,PLC,Sea,87,56646.57,119.87,56526.7,441,367,74
2023-06-29,Elizabeth,Clothing,Shirt,99999.99,Randy Smith,dcurry@example.net,062 Willie Flat- Rhodesside- HI 84537,(320)567-7513x303,Bronze,Higgins-Sons,West Johnbury,230-568-4141,PLC,Sea,29,24365.51,129.16,24236.35,357,243,114
04-19-2022,Michael,Toys,Dolls,46.23,Bianca Scott,angelagarrett@example.com,826 Michael Falls- Lake Michelle- MH 26889,001-475-717-4249x7784,Silver,Higgins-Sons,West Johnbury,230-568-4141,Inc,Sea,47,2172.81,8.68,2164.13,481,76,405
2023-03-10,Shannon,Home & Garden,Gardening Tools,68.01,Henry Logan,mhall@example.com,84584 Marshall Row- Christophermouth- AS 65703,+1-733-488-3701x2145,Silver,Wagner- Jackson-Holt,Port Sarahview,+1-362-752-2777x1817,PLC,Air,79,5372.79,19.19,5353.6,291,195,96
2022-05-30,Justin,Electronics,Headphones,660.05,Kimberly Bean,harpersteve@example.org,851 Parker Crest- Susanmouth- MS 56516,(321)685-6390x98771,Silver,Ramirez- Hicks-Lara,Dustinmouth,853-738-3918,LLC,Ground,44,29042.2,119.16,28923.04,131,36,95
2022-11-25,Anthony,Books,Academic,InvalidPrice,April Humphrey,yhudson@example.com,40903 Butler Trace- Jonathanton- WI 11469,+1-212-259-0796x568,Silver,Thornton- Jackson-Gray,Leslieville,001-575-242-3572x740,Inc,Ground,92,63791.88,127.41,63664.47,233,188,45
2022-10-11,Michael,Toys,Dolls,46.23,Yolanda Jones,,821 Burns Skyway Apt. 040- West John- MH 30374,+1-854-200-3819x827,Silver,Higgins-Sons,West Johnbury,230-568-4141,PLC,Air,78,3605.94,4.69,3601.2499999999995,423,201,222
04-27-2023,Anthony,Books,Academic,693.39,Troy Martin MD,georgegina@example.net,665 Destiny Parkway Suite 865- Port Saraton- AS 33480,506.879.5975x92615,Bronze,Thornton- Jackson-Gray,Leslieville,001-575-242-3572x740,Group,Air,17,11787.63,73.21,11714.42,98,72,26
09-17-2022,Kristine,Electronics,Headphones,228.82,Tyler Robinson,alvarezdavid@example.com,3679 Cummings Brooks- Port Eric- IL 59508,001-899-927-8350x102,Silver,Randall-Ballard,Popeport,933.564.7029x6917,PLC,Ground,63,14415.66,39.67,14375.99,388,94,294
2022-11-27,Michael,Toys,Dolls,46.23,Ashley Conley,,557 Joshua Cape Apt. 117- Port Alyssatown- MH 75845,661-464-1605,Bronze,Mathis- Olson-Ryan,Herreraland,(906)306-1777x264,and Sons,Air,3,138.69,13.58,125.11,348,312,36
2022-01-15,Elizabeth,Clothing,Shirt,840.19,David Lopez,ktucker@example.com,510 Fernandez Forks Suite 556- South Timothy- MA 43396,682-823-5675,Gold,Randall-Ballard,Popeport,933.564.7029x6917,Inc,Air,47,39488.93,49.12,39439.81,117,20,97
2023-06-29,Nathaniel,Electronics,Camera,652.35,Edwin Hamilton,youngerin@example.com,55344 Nancy Islands- Rodgersburgh- MI 82290,001-857-596-3684x3266,Gold,Peck Group,West Lindafurt,+1-838-976-6137,and Sons,Air,26,16961.100000000002,44.08,16917.02,161,20,141
2023-04-16,Justin,Electronics,Headphones,660.05,Sean Roy,zmills@example.org,PSC 6353- Box 8628- APO AP 05227,(658)226-9037x61093,Bronze,Randall-Ballard,Popeport,933.564.7029x6917,and Sons,Air,28,18481.4,110.49,18370.91,300,124,176
2023-08-23,NonExistentProduct,Electronics,Headphones,660.05,Derrick Hill,ihaley@example.net,70629 Ebony Harbors Suite 315- Johnfurt- DE 07355,(808)381-3794x47886,Gold,Campos-Murillo,Lawsontown,,LLC,Ground,6,3960.3,186.58,3773.72,305,55,250
2023-05-29,Shannon,Home & Garden,Gardening Tools,68.01,Mindy Johnson,matthewsbrenda@example.com,8470 Cook Heights Apt. 233- Howardfurt- VI 40735,738.363.3419,Bronze,White-Sons,West Scott,288-572-7043,Group,Ground,88,5984.88,15.11,5969.77,137,52,85
2023-05-08,NonExistentProduct,Clothing,Shirt,995.13,Jeremiah Sampson,cindycole@example.com,125 Brian Drive Suite 214- Angelamouth- ME 24258,499-645-1555,Silver,Lee-Miller,South Emilyview,+1-588-750-7646,LLC,Air,49,48761.37,253.78,48507.59,318,97,221
2022-03-13,Wanda,Toys,Educational,268.61,Robin Bailey,qmckay@example.org,0797 April Park Suite 531- Jacquelineburgh- DC 82666,001-505-612-1277x77510,Gold,Lee-Miller,South Emilyview,,and Sons,Ground,41,11013.01,0.86,11012.15,461,101,360
2022-09-21,NonExistentProduct,Clothing,Shirt,995.13,Katrina Gonzalez,phillipsmith@example.org,4488 Hannah Drive- New Rebekahville- MA 16889,(233)748-3009,Silver,Campos-Murillo,Lawsontown,822-222-4939,LLC,Air,41,40800.33,286.2,40514.130000000005,171,10,161
2023-01-18,NonExistentProduct,Toys,Dolls,4623.0,David Wood,andrewdavis@example.net,3443 Christopher Center- Garciahaven- PW 56700,676-279-6763,Gold,King-Rodriguez,South Lindatown,7724600682,LLC,Air,2,92.46,9.24,83.22,83,22,61
2022-06-19,Pamela,Electronics,Headphones,651.11,Laurie James,randy06@example.net,USCGC Carroll- FPO AP 52838,473.946.3293,Silver,Randall-Ballard,Popeport,933.564.7029x6917,LLC,Ground,81,52739.91,34.13,52705.780000000006,109,31,78
2023-01-22,Amy,Home & Garden,Decor,36401.0,Heather Lewis,mcdonaldsharon@example.com,47779 Mark Burg- Monicaburgh- MA 45288,001-236-727-4263,Silver,Ramirez- Hicks-Lara,Dustinmouth,,PLC,Ground,37,13468.37,4.97,13463.4,369,75,294
2023-09-27,Shannon,Home & Garden,Gardening Tools,68.01,Brady Kennedy,whart@example.com,060 Taylor Knolls- Patriciachester- WA 13501,429.754.2371,Gold,Thornton- Jackson-Gray,Leslieville,001-575-242-3572x740,Inc,Ground,57,3876.57,7.95,3868.62,402,386,16
2022-11-05,Jamie,Books,Fiction,99999.99,Claudia Perez,portervictoria@example.com,75323 Conley Manor- South Carlos- MO 67054,001-693-701-1276x13050,Silver,White-Sons,West Scott,288-572-7043,and Sons,Air,95,88378.5,234.15,88144.35,375,238,137
2022-03-07,Wanda,Toys,Educational,268.61,Pamela Torres,brockeric@example.org,950 Whitehead Point- South Wendy- UT 98375,001-381-681-1838,Bronze,Higgins-Sons,West Johnbury,230-568-4141,and Sons,Air,64,17191.04,47.72,17143.32,232,79,153
2022-11-09,NonExistentProduct,Books,Non-fiction,64211.0,Kristen Warren,tuckercory@example.org,53480 Fernandez Locks Suite 890- Davisfort- AR 47803,740.861.7234,Gold,Wagner- Jackson-Holt,Port Sarahview,,Group,Sea,14,8989.54,15.97,8973.570000000002,487,104,383
2022-12-12,Justin,Electronics,Headphones,660.05,Johnathan Adams,norr@example.net,PSC 4998- Box 0801- APO AE 85240,8187675329,Bronze,Ramirez- Hicks-Lara,Dustinmouth,853-738-3918,PLC,Ground,35,23101.75,60.18,23041.57,70,62,8
2023-06-03,NonExistentProduct,Home & Garden,Furniture,431.82,Kelsey Acosta,collinsholly@example.org,875 Mejia Stream Apt. 206- Roweberg- AR 78653,+1-477-798-8977x0645,Silver,Mathis- Olson-Ryan,Herreraland,,PLC,Sea,73,31522.86,80.99,31441.87,310,7,303
2023-07-23,Elizabeth,InvalidCategory,Shirt,840.19,Eric Pope,feliciafisher@example.com,PSC 3977- Box 0444- APO AE 38057,(999)411-0050x4456,Bronze,Smith PLC,Lake Candiceton,,LLC,Sea,62,52091.780000000006,128.73,51963.05,58,24,34
2023-08-06,Marvin,Clothing,Shirt,995.13,James Gardner,jose87@example.org,45768 Angela Point Suite 691- Bennettmouth- VT 86039,624.644.4708x4067,Gold,Lawson-Wilkins,Calderonchester,(277)930-2705x3206,PLC,Ground,80,79610.4,117.84,79492.56,370,241,129
2021-12-20,Tammy,Home & Garden,Furniture,431.82,Marvin Taylor,,1470 Timothy Trafficway Apt. 944- North Samanthamouth- TX 80705,001-241-690-5023x062,Bronze,Brown-Miller,Seanfort,,Inc,Air,18,7772.76,111.62,7661.14,75,42,33
2021-10-09,Amy,Home & Garden,Decor,364.01,Danielle Smith,ygriffin@example.org,603 Butler Bridge Suite 579- West Stephaniefort- SD 30600,+1-211-580-0559x2145,Silver,Campos-Murillo,Lawsontown,,Inc,Sea,41,14924.41,30.32,14894.09,98,39,59
2023-06-11,Kristine,InvalidCategory,Headphones,228.82,James Williams,zhill@example.org,658 Tucker Meadows- Kendramouth- NY 78302,7587975327,Silver,Thornton- Jackson-Gray,Leslieville,001-575-242-3572x740,Group,Air,77,17619.14,51.73,17567.41,463,113,350
2021-09-30,Tammy,Home & Garden,Furniture,431.82,Evelyn Elliott,davidortiz@example.org,155 Kathleen Radial Suite 945- Hallbury- PA 12519,500-295-1504x0867,Silver,Gilbert- Miller-Lee,Lake Juanland,+1-619-677-8121x28226,Ltd,Air,93,40159.26,0.65,40158.61,267,237,30
2023-03-11,Robert,Electronics,Mobile,847.43,Charles Herrera,ilane@example.com,020 Valentine Views Suite 088- Bryantland- VI 45315,399-209-3528x10617,Bronze,Soto-Rivera,West Denise,805-650-6257x5876,LLC,Sea,39,33049.77,4.85,33044.92,267,83,184
2022-01-22,Robert,Electronics,Mobile,847.43,Hannah Rodriguez,colemanpeter@example.net,9612 Donna Field Apt. 690- Port Jessica- DE 38988,8598664638,Gold,Thornton- Jackson-Gray,Leslieville,001-575-242-3572x740,Inc,Air,63,53388.09,203.06,53185.03,432,412,20
2021-12-13,Nathaniel,Electronics,Camera,652.35,Gregory Ramirez,shafferdylan@example.org,453 Cook Fort Suite 661- Petersonville- TN 60334,354-210-5992,Bronze,Campos-Murillo,Lawsontown,822-222-4939,Inc,Sea,43,28051.05,84.84,27966.21,77,71,6
2022-08-29,Jamie,Books,Fiction,93030.0,Tami Allen,dmoran@example.net,507 Liu Lane- New Desireeshire- NC 69952,734.396.5508,Bronze,King-Rodriguez,South Lindatown,7724600682,and Sons,Ground,69,64190.7,102.06,64088.64,194,178,16
2022-09-10,Robert,Electronics,Mobile,InvalidPrice,Heather Cameron,eryan@example.com,Unit 7117 Box 6288- DPO AA 15357,(699)779-8184x265,Silver,Soto-Rivera,West Denise,805-650-6257x5876,Inc,Air,61,51693.23,174.04,51519.19,346,253,93
2022-09-05,NonExistentProduct,Electronics,Headphones,872.85,Patricia Smith,jillpowell@example.com,39925 Mcdaniel Skyway- Delgadoshire- CO 99430,8135927047,Bronze,Peck Group,West Lindafurt,+1-838-976-6137,LLC,Air,25,21821.25,73.57,21747.68,319,91,228
2023-03-23,Shawn,Electronics,Headphones,461.09,Bianca Kennedy,gsmith@example.org,684 Cristian Drive- West Terri- DC 96133,001-374-868-1416x46756,Gold,Colon- Palmer-Welch,Antonioshire,230-757-6575x898,LLC,Air,40,18443.6,12.62,18430.98,367,23,344
